ליגה,Code,Week Day,תאריך,מחזור,Time,Home Team,Home Team Code,Away Team,Away Team Code,Venue,Home Score,Away Score
לאומית,741767,יום שלישי,17-02-2026,21,19:00,מכבי חיפה גיא נתן,69,א.ס רמה&quot;ש ירק השדה,585,"היכל הספורט רוממה, חיפה",,
לאומית,741760,יום שלישי,17-02-2026,21,19:00,אליצור יבנה,168,עירוני נהריה,26,"היכל הספורט ע""ש רלף קליין, רח' הדוגית 22, יבנה",,
לאומית,741763,יום שלישי,17-02-2026,21,19:00,א.ס. עירוני אשקלון,920,מכבי פתח תקווה מנדל,42,"שד' בן גוריון 37, אשקלון",,
לאומית,741761,יום שלישי,17-02-2026,21,19:00,הפועל אילת,1278,מ.כ עוטף דרום,12645,"אולם בגין, רח' הספורטאים 1, אילת",,
לאומית,741765,יום שלישי,17-02-2026,21,19:00,הפועל מגדל העמק-יזרעאל,2267,אליצור שומרון,4083,"ביה""ס יערת העמק, מגדל העמק",,
לאומית,741762,יום שלישי,17-02-2026,21,19:00,מכבי מעלה אדומים,3745,הפועל נווה שאנן חיפה,4153,"רח' דרך הגיא 5, מעלה אדומים",,
לאומית,741766,יום שלישי,17-02-2026,21,19:00,מכבי אשדוד,7261,א.ס. אשקלון-קרית גת,3043,"מקיף ז', רובע סיטי, רח' העצמאות 62, אשדוד",,
לאומית,741764,יום שלישי,17-02-2026,21,19:30,מ.ס צפת,4818,מכבי רחובות,75,"אולם הפיס, רח' ז'בוטינסקי 1, צפת",,
לאומית,741774,יום שלישי,24-02-2026,22,18:30,מכבי רחובות,75,א.ס. עירוני אשקלון,920,"אולם ברזילי, רח' יעקב רייפן 6, רחובות",,
לאומית,741771,יום שלישי,24-02-2026,22,19:00,עירוני נהריה,26,מכבי אשדוד,7261,"היכל הספורט עין שרה, רח' הדבורנית 11, נהריה",,
לאומית,741768,יום שלישי,24-02-2026,22,19:00,א.ס רמה&quot;ש ירק השדה,585,מכבי מעלה אדומים,3745,"קרית יערים, רח' יצחק אלחנן 13, רמת השרון",,
לאומית,741772,יום שלישי,24-02-2026,22,19:00,א.ס. אשקלון-קרית גת,3043,הפועל מגדל העמק-יזרעאל,2267,"רח' אבני החושן, קרית גת",,
לאומית,741773,יום שלישי,24-02-2026,22,19:00,אליצור שומרון,4083,מ.ס צפת,4818,"ישיבת אמית, ברוכין",,
לאומית,741769,יום שלישי,24-02-2026,22,19:00,הפועל נווה שאנן חיפה,4153,הפועל אילת,1278,"היכל הספורט רוממה, חיפה",,
לאומית,741775,יום שלישי,24-02-2026,22,19:30,מכבי פתח תקווה מנדל,42,מכבי חיפה גיא נתן,69,"אולם רוזמרין, רח' בן גוריון 37, פתח תקווה",,
לאומית,741770,יום שלישי,24-02-2026,22,19:30,מ.כ עוטף דרום,12645,אליצור יבנה,168,"מועצה אזורית אשכול, קיבוץ מגן",,
לאומית,741780,יום שלישי,10-03-2026,23,19:00,מכבי חיפה גיא נתן,69,מכבי רחובות,75,"היכל הספורט רוממה, חיפה",,
לאומית,741778,יום שלישי,10-03-2026,23,19:00,אליצור יבנה,168,הפועל נווה שאנן חיפה,4153,"היכל הספורט ע""ש רלף קליין, רח' הדוגית 22, יבנה",,
לאומית,741781,יום שלישי,10-03-2026,23,19:00,א.ס. עירוני אשקלון,920,אליצור שומרון,4083,"שד' בן גוריון 37, אשקלון",,
לאומית,741779,יום שלישי,10-03-2026,23,19:00,הפועל אילת,1278,מכבי מעלה אדומים,3745,"אולם בגין, רח' הספורטאים 1, אילת",,
לאומית,741776,יום שלישי,10-03-2026,23,19:00,הפועל מגדל העמק-יזרעאל,2267,עירוני נהריה,26,"ביה""ס יערת העמק, מגדל העמק",,
לאומית,741777,יום שלישי,10-03-2026,23,19:00,מכבי אשדוד,7261,מ.כ עוטף דרום,12645,"מקיף ז', רובע סיטי, רח' העצמאות 62, אשדוד",,
לאומית,741783,יום שלישי,10-03-2026,23,19:30,מכבי פתח תקווה מנדל,42,א.ס רמה&quot;ש ירק השדה,585,"אולם רוזמרין, רח' בן גוריון 37, פתח תקווה",,
לאומית,741782,יום שלישי,10-03-2026,23,19:30,מ.ס צפת,4818,א.ס. אשקלון-קרית גת,3043,"אולם הפיס, רח' ז'בוטינסקי 1, צפת",,
לאומית,741791,יום שלישי,17-03-2026,24,18:30,מכבי רחובות,75,מכבי פתח תקווה מנדל,42,"אולם ברזילי, רח' יעקב רייפן 6, רחובות",,
לאומית,741788,יום שלישי,17-03-2026,24,19:00,עירוני נהריה,26,מ.ס צפת,4818,"היכל הספורט עין שרה, רח' הדבורנית 11, נהריה",,
לאומית,741784,יום שלישי,17-03-2026,24,19:00,א.ס רמה&quot;ש ירק השדה,585,הפועל אילת,1278,"קרית יערים, רח' יצחק אלחנן 13, רמת השרון",,
לאומית,741789,יום שלישי,17-03-2026,24,19:00,א.ס. אשקלון-קרית גת,3043,א.ס. עירוני אשקלון,920,"רח' אבני החושן, קרית גת",,
לאומית,741785,יום שלישי,17-03-2026,24,19:00,מכבי מעלה אדומים,3745,אליצור יבנה,168,"רח' דרך הגיא 5, מעלה אדומים",,
לאומית,741790,יום שלישי,17-03-2026,24,19:00,אליצור שומרון,4083,מכבי חיפה גיא נתן,69,"ישיבת אמית, ברוכין",,
לאומית,741786,יום שלישי,17-03-2026,24,19:00,הפועל נווה שאנן חיפה,4153,מכבי אשדוד,7261,"היכל הספורט רוממה, חיפה",,
לאומית,741787,יום שלישי,17-03-2026,24,19:30,מ.כ עוטף דרום,12645,הפועל מגדל העמק-יזרעאל,2267,"מועצה אזורית אשכול, קיבוץ מגן",,
לאומית,741799,שבת,21-03-2026,25,18:30,מכבי רחובות,75,א.ס רמה&quot;ש ירק השדה,585,"אולם ברזילי, רח' יעקב רייפן 6, רחובות",,
לאומית,741798,שבת,21-03-2026,25,19:00,מכבי חיפה גיא נתן,69,א.ס. אשקלון-קרית גת,3043,"היכל הספורט רוממה, חיפה",,
לאומית,741796,שבת,21-03-2026,25,19:00,אליצור יבנה,168,הפועל אילת,1278,"היכל הספורט ע""ש רלף קליין, רח' הדוגית 22, יבנה",,
לאומית,741792,שבת,21-03-2026,25,19:00,א.ס. עירוני אשקלון,920,עירוני נהריה,26,"שד' בן גוריון 37, אשקלון",,
לאומית,741794,שבת,21-03-2026,25,19:00,הפועל מגדל העמק-יזרעאל,2267,הפועל נווה שאנן חיפה,4153,"ביה""ס יערת העמק, מגדל העמק",,
לאומית,741795,שבת,21-03-2026,25,19:00,מכבי אשדוד,7261,מכבי מעלה אדומים,3745,"מקיף ז', רובע סיטי, רח' העצמאות 62, אשדוד",,
לאומית,741797,שבת,21-03-2026,25,19:30,מכבי פתח תקווה מנדל,42,אליצור שומרון,4083,"אולם רוזמרין, רח' בן גוריון 37, פתח תקווה",,
לאומית,741793,שבת,21-03-2026,25,19:30,מ.ס צפת,4818,מ.כ עוטף דרום,12645,"אולם הפיס, רח' ז'בוטינסקי 1, צפת",,
לאומית,741805,יום שלישי,24-03-2026,26,19:00,עירוני נהריה,26,מכבי חיפה גיא נתן,69,"היכל הספורט עין שרה, רח' הדבורנית 11, נהריה",,
לאומית,741800,יום שלישי,24-03-2026,26,19:00,א.ס רמה&quot;ש ירק השדה,585,אליצור יבנה,168,"קרית יערים, רח' יצחק אלחנן 13, רמת השרון",,
לאומית,741801,יום שלישי,24-03-2026,26,19:00,הפועל אילת,1278,מכבי אשדוד,7261,"אולם בגין, רח' הספורטאים 1, אילת",,
לאומית,741806,יום שלישי,24-03-2026,26,19:00,א.ס. אשקלון-קרית גת,3043,מכבי פתח תקווה מנדל,42,"רח' אבני החושן, קרית גת",,
לאומית,741802,יום שלישי,24-03-2026,26,19:00,מכבי מעלה אדומים,3745,הפועל מגדל העמק-יזרעאל,2267,"רח' דרך הגיא 5, מעלה אדומים",,
לאומית,741807,יום שלישי,24-03-2026,26,19:00,אליצור שומרון,4083,מכבי רחובות,75,"ישיבת אמית, ברוכין",,
לאומית,741803,יום שלישי,24-03-2026,26,19:00,הפועל נווה שאנן חיפה,4153,מ.ס צפת,4818,"היכל הספורט רוממה, חיפה",,
לאומית,741804,יום שלישי,24-03-2026,26,19:30,מ.כ עוטף דרום,12645,א.ס. עירוני אשקלון,920,"מועצה אזורית אשכול, קיבוץ מגן",,
לאומית,741814,יום שלישי,31-03-2026,27,18:30,מכבי רחובות,75,א.ס. אשקלון-קרית גת,3043,"אולם ברזילי, רח' יעקב רייפן 6, רחובות",,
לאומית,741809,יום שלישי,31-03-2026,27,19:00,מכבי חיפה גיא נתן,69,מ.כ עוטף דרום,12645,"היכל הספורט רוממה, חיפה",,
לאומית,741810,יום שלישי,31-03-2026,27,19:00,א.ס. עירוני אשקלון,920,הפועל נווה שאנן חיפה,4153,"שד' בן גוריון 37, אשקלון",,
לאומית,741812,יום שלישי,31-03-2026,27,19:00,הפועל מגדל העמק-יזרעאל,2267,הפועל אילת,1278,"ביה""ס יערת העמק, מגדל העמק",,
לאומית,741815,יום שלישי,31-03-2026,27,19:00,אליצור שומרון,4083,א.ס רמה&quot;ש ירק השדה,585,"ישיבת אמית, ברוכין",,
לאומית,741813,יום שלישי,31-03-2026,27,19:00,מכבי אשדוד,7261,אליצור יבנה,168,"מקיף ז', רובע סיטי, רח' העצמאות 62, אשדוד",,
לאומית,741808,יום שלישי,31-03-2026,27,19:30,מכבי פתח תקווה מנדל,42,עירוני נהריה,26,"אולם רוזמרין, רח' בן גוריון 37, פתח תקווה",,
לאומית,741811,יום שלישי,31-03-2026,27,19:30,מ.ס צפת,4818,מכבי מעלה אדומים,3745,"אולם הפיס, רח' ז'בוטינסקי 1, צפת",,
לאומית,741822,יום ראשון,05-04-2026,28,19:00,עירוני נהריה,26,מכבי רחובות,75,"היכל הספורט עין שרה, רח' הדבורנית 11, נהריה",,
לאומית,741817,יום ראשון,05-04-2026,28,19:00,אליצור יבנה,168,הפועל מגדל העמק-יזרעאל,2267,"היכל הספורט ע""ש רלף קליין, רח' הדוגית 22, יבנה",,
לאומית,741816,יום ראשון,05-04-2026,28,19:00,א.ס רמה&quot;ש ירק השדה,585,מכבי אשדוד,7261,"קרית יערים, רח' יצחק אלחנן 13, רמת השרון",,
לאומית,741818,יום ראשון,05-04-2026,28,19:00,הפועל אילת,1278,מ.ס צפת,4818,"אולם בגין, רח' הספורטאים 1, אילת",,
לאומית,741823,יום ראשון,05-04-2026,28,19:00,א.ס. אשקלון-קרית גת,3043,אליצור שומרון,4083,"רח' אבני החושן, קרית גת",,
לאומית,741819,יום ראשון,05-04-2026,28,19:00,מכבי מעלה אדומים,3745,א.ס. עירוני אשקלון,920,"רח' דרך הגיא 5, מעלה אדומים",,
לאומית,741820,יום ראשון,05-04-2026,28,19:00,הפועל נווה שאנן חיפה,4153,מכבי חיפה גיא נתן,69,"היכל הספורט רוממה, חיפה",,
לאומית,741821,יום ראשון,05-04-2026,28,19:30,מ.כ עוטף דרום,12645,מכבי פתח תקווה מנדל,42,"מועצה אזורית אשכול, קיבוץ מגן",,
לאומית,741825,יום שלישי,14-04-2026,29,18:30,מכבי רחובות,75,מ.כ עוטף דרום,12645,"אולם ברזילי, רח' יעקב רייפן 6, רחובות",,
לאומית,741827,יום שלישי,14-04-2026,29,19:00,מכבי חיפה גיא נתן,69,מכבי מעלה אדומים,3745,"היכל הספורט רוממה, חיפה",,
לאומית,741828,יום שלישי,14-04-2026,29,19:00,א.ס. עירוני אשקלון,920,הפועל אילת,1278,"שד' בן גוריון 37, אשקלון",,
לאומית,741830,יום שלישי,14-04-2026,29,19:00,הפועל מגדל העמק-יזרעאל,2267,מכבי אשדוד,7261,"ביה""ס יערת העמק, מגדל העמק",,
לאומית,741831,יום שלישי,14-04-2026,29,19:00,א.ס. אשקלון-קרית גת,3043,א.ס רמה&quot;ש ירק השדה,585,"רח' אבני החושן, קרית גת",,
לאומית,741824,יום שלישי,14-04-2026,29,19:00,אליצור שומרון,4083,עירוני נהריה,26,"ישיבת אמית, ברוכין",,
לאומית,741826,יום שלישי,14-04-2026,29,19:30,מכבי פתח תקווה מנדל,42,הפועל נווה שאנן חיפה,4153,"אולם רוזמרין, רח' בן גוריון 37, פתח תקווה",,
לאומית,741829,יום שלישי,14-04-2026,29,19:30,מ.ס צפת,4818,אליצור יבנה,168,"אולם הפיס, רח' ז'בוטינסקי 1, צפת",,
לאומית,741839,יום שישי,17-04-2026,30,19:00,עירוני נהריה,26,א.ס. אשקלון-קרית גת,3043,"היכל הספורט עין שרה, רח' הדבורנית 11, נהריה",,
לאומית,741834,יום שישי,17-04-2026,30,19:00,אליצור יבנה,168,א.ס. עירוני אשקלון,920,"היכל הספורט ע""ש רלף קליין, רח' הדוגית 22, יבנה",,
לאומית,741832,יום שישי,17-04-2026,30,19:00,א.ס רמה&quot;ש ירק השדה,585,הפועל מגדל העמק-יזרעאל,2267,"קרית יערים, רח' יצחק אלחנן 13, רמת השרון",,
לאומית,741835,יום שישי,17-04-2026,30,19:00,הפועל אילת,1278,מכבי חיפה גיא נתן,69,"אולם בגין, רח' הספורטאים 1, אילת",,
לאומית,741836,יום שישי,17-04-2026,30,19:00,מכבי מעלה אדומים,3745,מכבי פתח תקווה מנדל,42,"רח' דרך הגיא 5, מעלה אדומים",,
לאומית,741837,יום שישי,17-04-2026,30,19:00,הפועל נווה שאנן חיפה,4153,מכבי רחובות,75,"היכל הספורט רוממה, חיפה",,
לאומית,741833,יום שישי,17-04-2026,30,19:00,מכבי אשדוד,7261,מ.ס צפת,4818,"מקיף ז', רובע סיטי, רח' העצמאות 62, אשדוד",,
לאומית,741838,יום שישי,17-04-2026,30,19:30,מ.כ עוטף דרום,12645,אליצור שומרון,4083,"מועצה אזורית אשכול, קיבוץ מגן",,
